"name","code","price","age","pieces","origin","year","month","length","width","height","weight","category"
"부엉과 숲 박물관",77056,119900,7,543,"중국",2025,8,38.2,26.2,7.05,879,"animal-crossing"
"카라멜의 작은 집",77058,29900,6,149,"중국",2025,8,20.5,19.1,4.6,245,"animal-crossing"
"부옥의 별자리 관측",77053,12900,6,78,NA,2025,NA,NA,NA,NA,NA,"animal-crossing"
"사계절 홈 디자이너 세트",77057,139900,7,814,"중국",2025,8,54,28.2,7.85,1655,"animal-crossing"
"광장에서 K.K. 라이브",77052,114900,7,550,"중국",2024,8,45.6,28.2,6.1,584,"animal-crossing"
"너굴 상점과 부케의 집",77050,109900,7,535,NA,2024,NA,NA,NA,NA,NA,"animal-crossing"
"여울님을 초대합니다",77049,52900,6,389,"중국",2024,3,28.2,26.2,7.6,637,"animal-crossing"
"도도 항공으로 하늘 여행",77051,52900,7,292,"중국",2024,8,35.4,19.1,5.9,375,"animal-crossing"
"갑돌의 보트 투어",77048,44900,6,233,"중국",2024,3,35.4,19.1,5.9,427,"animal-crossing"
"늘봉의 여행하는 원예점",77054,44900,7,263,"중국",2025,1,35.4,19.1,5.9,385,"animal-crossing"
"에이블 시스터즈 옷가게",77055,52900,6,322,"중국",2025,1,26.2,22.2,6.2,318,"animal-crossing"
"릴리안의 즐거운 캠핑",77047,29900,6,164,"중국",2024,3,26.2,19.1,4.6,338,"animal-crossing"
"유니오의 생일 파티",77046,19900,6,170,"중국",2024,3,26.2,14.1,4.8,227,"animal-crossing"
"노이슈반슈타인 성",21063,369900,18,3455,"중국",2025,8,55.5,37.8,13.2,3387,"architecture"
"파리 노트르담",21061,299900,18,4383,NA,2024,NA,NA,NA,NA,NA,"architecture"
"트레비 분수",21062,219900,18,1880,"중국",2025,3,48,37.8,9.4,2084,"architecture"
"런던",21034,64900,12,468,NA,2017,1,26.2,19.1,6.1,526,"architecture"
"자유의 여신상",21042,149900,16,1685,"중국",2018,6,19.1,35.4,11.8,1353,"architecture"
"기자의 피라미드",21058,189900,18,1476,"중국",2022,6,48,37.8,11.2,2471,"architecture"
"파리 - 사랑의 도시",21064,109900,18,958,NA,2026,NA,NA,NA,NA,NA,"architecture"
"히메지 성",21060,209900,18,2125,NA,2023,NA,NA,NA,NA,NA,"architecture"
"뉴욕시티",21028,79000,12,598,NA,2016,1,26.2,19.1,6.1,657,"architecture"
"레고® 하우스",21037,69900,12,774,NA,2017,8,26.2,19.1,9.1,785,"architecture"
"은하수 은하계",31212,259900,18,3091,"중국",2024,5,55.5,37.8,13.2,28875,"art"
"Vincent van Gogh – 해바라기",31215,279900,18,2615,NA,2025,NA,NA,NA,NA,NA,"art"
"거대한 파도",31208,149900,18,1810,"헝가리",2023,1,48,37.8,11.2,2696,"art"
"키스 해링 – 댄싱 피겨",31216,169900,18,1773,"중국",2025,5,54,28.2,11.8,2336,"art"
"LOVE",31214,104900,18,791,"중국",2025,1,26.2,38.2,11.8,1400,"art"
"모나리자",31213,149900,18,1503,NA,2024,NA,NA,NA,NA,NA,"art"
"동물 컬렉션 - 호랑이",31217,89900,18,744,NA,2025,NA,NA,NA,NA,NA,"art"
"벚꽃 풍경",31218,169900,18,1892,NA,2026,NA,NA,NA,NA,NA,"art"
"배트맨: 애니메이션 시리즈 고담 시티™",76271,399900,18,4210,NA,2024,NA,NA,NA,NA,NA,"lego-batman-sets"
"배트맨 대 슈퍼맨™ 배트모빌™",76331,NA,9,220,NA,2026,NA,NA,NA,NA,NA,"lego-batman-sets"
"배트맨™ 배트모빌™",76332,44900,9,330,NA,2026,NA,NA,NA,NA,NA,"lego-batman-sets"
"배트맨과 로빈™ 배트모빌™",76333,44900,9,272,NA,2026,NA,NA,NA,NA,NA,"lego-batman-sets"
"배트맨™ 로고",76330,109900,12,678,NA,2026,NA,NA,NA,NA,NA,"lego-batman-sets"
"아캄 어사일럼™",76300,409900,18,2953,"중국",2025,9,55.5,37.8,15.7,3888,"lego-batman-sets"
"배트맨 포에버™ 배트모빌™",76304,149900,12,909,"중국",2025,8,38.2,26.2,9.4,1150,"lego-batman-sets"
"배트맨™ 텀블러 대 투페이스™와 조커™",76303,89900,8,429,NA,2025,NA,NA,NA,NA,NA,"lego-batman-sets"
"배트맨™ 85주년 기념 한정판 에디션",40726,42000,10,325,"체코",2024,7,19.1,26.2,11.8,674,"lego-batman-sets"
"배트맨™ 배틀 피겨 및 배트 포드 바이크",76273,109900,12,713,NA,2024,6,38.2,26.2,7.05,1002,"lego-batman-sets"
"배트맨™ 대 할리 퀸™과 미스터 프리즈™",76274,89900,8,435,NA,2024,6,38.2,26.2,5.65,714,"lego-batman-sets"
"배트맨™: 클래식 TV 시리즈 배트모빌™",76328,199900,18,1822,NA,2024,NA,NA,NA,NA,NA,"lego-batman-sets"
"슈퍼맨™ 로봇 대 렉스 루터™",76302,21900,6,120,NA,2025,NA,NA,NA,NA,NA,"lego-batman-sets"
"배트맨™ 8 in 1 피겨",40748,34900,10,325,NA,2024,NA,NA,NA,NA,NA,"lego-batman-sets"
"배트맨™과 배트모빌™ 대 미스터 프리즈™",76301,29900,4,63,NA,2025,NA,NA,NA,NA,NA,"lego-batman-sets"
"배트맨™ 맥 로봇",76270,19900,6,140,NA,2024,6,14.1,19.1,4.6,159,"lego-batman-sets"
"배트걸™ 열쇠고리",854320,8000,6,NA,"중국",2025,8,15.5,4.5,0.57,13,"lego-batman-sets"
"할리 퀸™ 열쇠고리",854238,8000,6,NA,"중국",2023,1,15,4.5,0.3,14,"lego-batman-sets"
"배트맨™ 열쇠고리",854235,8000,6,NA,"중국",2023,1,16,4.5,0.92,15,"lego-batman-sets"
"블루이의 패밀리 하우스",11203,99900,4,382,"중국",2025,6,45.6,28.2,7.2,1155,"bluey"
"블루이의 해변과 패밀리카 여행",11202,44900,4,133,"중국",2025,6,26.2,19.1,6.1,392,"bluey"
"블루이와 클로이의 재미있는 놀이터",11201,29900,4,104,NA,2025,NA,NA,NA,NA,NA,"bluey"
"블루이의 패밀리 하우스와 메모리 게임",10459,99900,3,83,NA,2025,NA,NA,NA,NA,NA,"bluey"
"블루이의 아이스크림 여행",10458,44900,2,22,NA,2025,NA,NA,NA,NA,NA,"bluey"
"핑크 장미 꽃다발",10374,79900,18,789,"중국",2025,10,26.2,38.2,7.05,765,"botanicals"
"핑크 꽃다발",10342,79900,18,749,NA,2025,NA,NA,NA,NA,NA,"botanicals"
"매화",10369,44900,18,327,"중국",2024,8,19.1,26.2,6.1,353,"botanicals"
"미니 난초",10343,44900,18,274,NA,2025,NA,NA,NA,NA,NA,"botanicals"
"히비스커스",10372,99900,18,660,"중국",2025,8,26.2,38.2,7.05,720,"botanicals"
"크리스마스 테이블 장식",40743,55000,12,433,"헝가리",2024,9,26.2,22.2,7.6,510,"botanicals"
"해바라기",40524,20900,8,191,NA,2022,1,19.1,14.1,4.6,136,"botanicals"
"포인세티아",10370,69900,18,608,NA,2024,NA,NA,NA,NA,NA,"botanicals"
"미니 분재나무",10373,79900,18,709,"중국",2025,8,28.2,26.2,5.9,603,"botanicals"
"수선화",40646,20900,18,216,NA,2023,NA,NA,NA,NA,NA,"botanicals"
"쁘띠 부케",10347,44900,9,373,NA,2025,NA,NA,NA,NA,NA,"botanicals"
"미니어처 식물들",10329,69900,18,758,"중국",2023,12,38.2,26.2,5.65,707,"botanicals"
"꽃다발",10280,89900,18,756,NA,2021,NA,NA,NA,NA,NA,"botanicals"
"장미",40460,20900,8,120,NA,2021,1,19.1,14.1,4.6,130,"botanicals"
"장미 꽃다발",10328,89900,18,822,"중국",2024,1,26.2,38.2,7.05,734,"botanicals"
"난초",10311,69900,18,608,NA,2022,5,26.2,38.2,7.05,758,"botanicals"
"꽃꽂이",10345,159900,18,1161,NA,2025,NA,NA,NA,NA,NA,"botanicals"
"단풍나무 분재",10348,79900,18,474,NA,2025,NA,NA,NA,NA,NA,"botanicals"
"봄날의 햇살",10349,29900,9,217,NA,2025,NA,NA,NA,NA,NA,"botanicals"
"분재나무",10281,74900,18,878,"중국",2021,1,26.2,38.2,7.05,740,"botanicals"
"야생화 꽃다발",10313,89900,18,939,NA,2023,NA,NA,NA,NA,NA,"botanicals"
"크리스마스 화환",10340,149900,18,1194,NA,2024,NA,NA,NA,NA,NA,"botanicals"
"튤립 꽃다발",11501,80900,18,576,NA,2026,NA,NA,NA,NA,NA,"botanicals"
"행운의 대나무",10344,44900,18,325,NA,2025,NA,NA,NA,NA,NA,"botanicals"
"데이지",11508,21900,9,133,NA,2026,NA,NA,NA,NA,NA,"botanicals"
"벚꽃",40725,20900,8,430,NA,2024,1,14.1,19.1,4.6,178,"botanicals"
"스파티필럼",11504,80900,18,474,NA,2026,NA,NA,NA,NA,NA,"botanicals"
"국화",10368,44900,18,278,"중국",2024,8,19.1,26.2,6.1,377,"botanicals"
"꽃피는 선인장",11509,44900,9,482,NA,2026,NA,NA,NA,NA,NA,"botanicals"
"다육식물",10309,69900,18,771,"중국",2022,5,38.2,26.2,5.65,665,"botanicals"
"연꽃",40647,20900,8,220,NA,2023,6,14.1,19.1,4.6,173,"botanicals"
"점자의 발견 - 영어 알파벳",40656,124000,6,287,NA,NA,NA,NA,NA,NA,NA,"braille-bricks"
"마이크, 더스틴, 루카스, 윌 피겨",40801,59900,10,542,"중국",2025,10,35.4,19.1,5.9,541,"brickheadz"
"엘파바와 글린다 피겨",40794,28200,10,325,"중국",2025,9,19.1,14.1,9.1,335,"brickheadz"
"배트맨™ 8 in 1 피겨",40748,34900,10,325,NA,2024,NA,NA,NA,NA,NA,"brickheadz"
"톰과 제리 피겨",40793,21900,10,212,"중국",2024,12,19.1,14.1,6.1,204,"brickheadz"
"아이언 맨 MK5 피겨",40669,13500,10,101,NA,2024,NA,NA,NA,NA,NA,"brickheadz"
"덤보",40792,13500,10,176,"중국",2025,2,12.2,14.1,6.1,201,"brickheadz"
"레서팬더 메이",40798,13500,10,121,"중국",2025,2,12.2,14.1,6.1,141,"brickheadz"
"아이언 스파이더맨",40670,13500,10,91,"체코",2024,2,9.1,12.2,7.8,116,"brickheadz"
"이브와 월•E",40619,20500,10,155,NA,2023,NA,NA,NA,NA,NA,"brickheadz"
"화분에 심어진 그루트",40671,13500,10,113,"헝가리",2024,2,9.1,12.2,7.8,119,"brickheadz"
"칼, 러셀, 케빈",40752,28200,10,308,"덴마크",2024,6,19.1,14.1,9.1,304,"brickheadz"
"이요르",40797,13500,10,156,"중국",2025,2,12.2,14.1,6.1,142,"brickheadz"
"스티치",40674,13500,10,152,"덴마크",2024,2,9.1,12.2,5.85,126,"brickheadz"
"Optimus Prime 로봇과 자동차",40803,28200,10,237,"중국",2025,3,19.1,14.1,6.1,299,"brickheadz"
"기쁨, 슬픔, 불안",40749,28200,10,300,NA,2024,NA,NA,NA,NA,NA,"brickheadz"
"웬즈데이와 이니드",40750,28200,10,239,"헝가리",2024,10,19.1,14.1,6.1,254,"brickheadz"
"드리프트와 레이븐 피겨",40884,28200,10,280,"중국",2025,10,19.1,14.1,7.05,298,"brickheadz"
"Bumblebee 로봇과 자동차",40804,28200,10,253,NA,2025,NA,NA,NA,NA,NA,"brickheadz"
"캡틴 아메리카와 레드 헐크 피겨",40668,28200,10,202,NA,2024,NA,NA,NA,NA,NA,"brickheadz"
"클론 사령관 코디™",40675,13500,10,147,"중국",2024,5,9.1,12.2,7.8,138,"brickheadz"
"루크 스카이워커™(반란군 파일럿)",40795,13500,10,138,NA,2025,NA,NA,NA,NA,NA,"brickheadz"
"불의 잔™ 피겨",40791,74900,10,671,"중국",2025,9,35.4,19.1,9.1,744,"brickheadz"
"시스의 복수™ 영웅과 악당",40796,74900,10,656,NA,2025,NA,NA,NA,NA,NA,"brickheadz"
"오비완 케노비™와 다스베이더™",40547,28200,10,260,"덴마크",2022,5,19.1,14.1,7.05,266,"brickheadz"
"프로도™와 골룸™",40630,20500,10,184,NA,2023,NA,NA,NA,NA,NA,"brickheadz"
"루나 러브굿™과 세스트랄 피겨",40802,28200,10,292,"중국",2025,9,19.1,14.1,7.05,299,"brickheadz"
"광대 버기 피겨",40800,13500,10,176,"중국",2025,8,12.2,14.1,6.1,150,"brickheadz"
"몽키 D. 루피 피겨",40799,13500,10,136,NA,2025,NA,NA,NA,NA,NA,"brickheadz"
"북극탐사 무선조종 특급 열차",60470,279900,7,1517,NA,2025,NA,NA,NA,NA,NA,"city"
"시티 타워",60473,279900,8,1941,NA,2025,NA,NA,NA,NA,NA,"city"
"도로 조립판",60304,29900,5,112,NA,2021,NA,NA,NA,NA,NA,"city"
"경찰서",60316,89900,6,668,"중국",2022,1,54,28.2,7.85,1399,"city"
"크레인이 있는 대형 복구 견인 트럭",60467,119900,8,793,NA,2025,NA,NA,NA,NA,NA,"city"
"F1® Ferrari 피트 스탑과 크루",60443,44900,6,322,NA,2025,NA,NA,NA,NA,NA,"city"
"긴급 구조 항공기",60465,74900,6,403,NA,2025,NA,NA,NA,NA,NA,"city"
"북극탐사 과학실험실 트럭",60471,159900,8,1064,NA,2025,NA,NA,NA,NA,NA,"city"
"노란색 불도저",60466,89900,8,682,"중국",2025,6,38.2,26.2,7.05,899,"city"
"기차레일",60205,27900,5,20,NA,2018,7,26.2,19.1,6.1,316,"city"
"노란색 건설용 휠 로더",60450,21900,4,81,NA,2025,NA,NA,NA,NA,NA,"city"
"휴가용 어드벤처 캠핑밴",60454,44900,6,385,NA,2025,NA,NA,NA,NA,NA,"city"
"오프로드 경찰차 추격전",60449,59900,6,467,NA,2025,NA,NA,NA,NA,NA,"city"
"도넛 트럭",60452,29900,5,196,NA,2025,NA,NA,NA,NA,NA,"city"
"여객기",60367,154900,7,913,"중국",2023,9,48,37.8,9.4,1815,"city"
"노란색 건설용 굴착기",60420,79900,8,633,NA,2024,NA,NA,NA,NA,NA,"city"
"F1® 트럭과 RB20 & AMR24 F1® 레이스 카",60445,149900,8,1086,NA,2025,NA,NA,NA,NA,NA,"city"
"경찰 감옥섬",60419,149900,7,980,NA,2024,NA,NA,NA,NA,NA,"city"
"중앙 기차역",60469,139900,7,752,NA,2025,NA,NA,NA,NA,NA,"city"
"소방서와 소방트럭",60414,114900,6,843,"중국",2024,1,54,28.2,9.1,1724,"city"
"고속 기차",60337,199900,7,764,"중국",2022,6,58.2,37.8,10.3,2246,"city"
"해변 인명 구조 트럭",60453,36900,6,214,NA,2025,NA,NA,NA,NA,NA,"city"
"소방 구조 보트",60373,29900,5,144,NA,2023,NA,NA,NA,NA,NA,"city"
"버거 트럭",60404,29900,5,194,"중국",2024,1,26.2,19.1,6.1,372,"city"
"F1® Williams Racing & Haas F1® 레이스 카",60464,29900,4,92,NA,2025,NA,NA,NA,NA,NA,"city"
"레고 딜리버리 트럭",60440,149900,8,1061,NA,2024,NA,NA,NA,NA,NA,"city"
"비행기 대 병원 침대 레이스 카 팩",60459,13900,5,70,NA,2025,NA,NA,NA,NA,NA,"city"
"자동차 폐차장",60472,119900,7,871,NA,2025,NA,NA,NA,NA,NA,"city"
"우주선과 소행성 발견",60429,29900,4,126,"중국",2024,1,26.2,19.1,4.6,383,"city"
"항구와 화물선",60422,159900,8,1226,NA,2024,NA,NA,NA,NA,NA,"city"
"빨간색 스포츠카",60448,13900,5,109,NA,2025,NA,NA,NA,NA,NA,"city"
"피자 밴 대 소방트럭 레이스 카 팩",60458,13900,5,70,NA,2025,NA,NA,NA,NA,NA,"city"
"빨간색 이층 관광버스",60407,44900,7,384,NA,2024,NA,NA,NA,NA,NA,"city"
"도시의 전차와 정거장",60423,129900,7,811,"중국",2024,8,54,28.2,7.85,1615,"city"
"F1® 정비소와 Mercedes-AMG & Alpine 레이스 카",60444,119900,7,678,NA,2025,NA,NA,NA,NA,NA,"city"
"소방대 트럭",60374,79900,7,502,"중국",2023,1,48,28.2,6.1,945,"city"
"자동차 운반트럭과 스포츠카",60408,149900,7,998,NA,2024,NA,NA,NA,NA,NA,"city"
"우주기지와 로켓 발사대",60434,189900,8,1422,"중국",2024,1,55.5,37.8,8.7,2314,"city"
"헬리콥터, 소방트럭과 잠수함 리믹스",60462,89900,7,874,NA,2025,NA,NA,NA,NA,NA,"city"
"로봇 월드 롤러코스터 공원",60421,149900,8,986,NA,2024,NA,NA,NA,NA,NA,"city"
"경찰 이동식 범죄수사 트럭",60418,79900,7,674,NA,2024,NA,NA,NA,NA,NA,"city"
"소방 구조 비행기",60413,89900,6,478,NA,2024,NA,NA,NA,NA,NA,"city"
"4x4 소방트럭과 구조용 보트",60412,44900,5,301,NA,2024,NA,NA,NA,NA,NA,"city"
"파란 몬스터 트럭",60402,19900,5,148,"중국",2024,1,20.5,19.1,7.3,317,"city"
"모듈방식 은하계 우주선",60446,119900,7,717,NA,2025,NA,NA,NA,NA,NA,"city"
"경찰차와 머슬카 추격전",60415,29900,6,213,"중국",2024,1,26.2,19.1,6.1,373,"city"
"맞춤형 경찰차 차고",60457,74900,6,489,NA,2025,NA,NA,NA,NA,NA,"city"
"레이스카와 자동차 운반트럭",60406,44900,6,328,NA,2024,NA,NA,NA,NA,NA,"city"
"방향전환 트랙",60238,27900,5,8,NA,2018,7,35.4,19.1,5.9,281,"city"
"응급 구급차",60451,29900,5,184,NA,2025,NA,NA,NA,NA,NA,"city"
"사다리 소방차",60463,29900,4,82,NA,2025,NA,NA,NA,NA,NA,"city"
"모듈식 우주기지",60433,149900,7,1097,"중국",2024,1,48,37.8,7.05,1600,"city"
"정글 탐험가 헬리콥터와 베이스캠프",60437,149900,8,881,NA,2024,NA,NA,NA,NA,NA,"city"
"행성간 우주선",60430,29900,6,240,NA,2024,NA,NA,NA,NA,NA,"city"
"오프로드 4x4 마운틴 트럭",60447,29900,6,221,NA,2025,NA,NA,NA,NA,NA,"city"
"견인트럭과 스포츠카 수리",60435,29900,4,101,NA,2024,NA,NA,NA,NA,NA,"city"
"McLaren 레이스 카와 F1® 드라이버",60442,18900,6,86,"중국",2025,1,15.7,14.1,4.5,123,"city"
"경찰 바이크 추격",60455,13900,4,65,NA,2025,NA,NA,NA,NA,NA,"city"
"무한한 도전: 레이스 카 경사 트랙",60460,74900,6,436,"중국",2025,1,38.2,26.2,7.05,957,"city"
"고카트와 레이서",60400,12900,5,99,"중국",2024,1,15.7,14.1,4.5,126,"city"
"소방 구조 헬리콥터",60411,12900,5,85,NA,2024,NA,NA,NA,NA,NA,"city"
"경찰 보트 추격",60456,44900,6,264,"중국",2025,6,35.4,19.1,9.1,794,"city"
"빨간색 농장 트랙터",60461,29900,4,116,NA,2025,NA,NA,NA,NA,NA,"city"
"정글 탐험가 오프로드 트럭",60426,44900,6,314,NA,2024,NA,NA,NA,NA,NA,"city"
"경찰차",60312,12900,5,94,"중국",2022,1,15.7,14.1,4.5,135,"city"
"노란색 이동식 건설용 크레인",60409,159900,9,1116,NA,2024,NA,NA,NA,NA,NA,"city"
"북극 탐사선",60368,199900,7,815,"중국",2023,6,58.2,37.8,11.8,2595,"city"
"VCARB와 Sauber 레이스 카가 있는 F1® 그리드",60474,44900,6,313,"중국",2025,3,35.4,19.1,5.9,491,"city"
"건설용 스팀롤러",60401,12900,5,78,"중국",2024,1,15.7,14.1,7.1,166,"city"
"건설 트럭과 크레인",60391,76900,4,235,"중국",2023,6,48,28.2,6.1,970,"city"
"레고® 클래식 라지 조립 박스",10698,69900,4,790,NA,2015,1,37,26.2,18,1593,"classic"
"흰색 조립판",11026,10900,4,1,"오스트리아",2022,3,26,30.8,0.3,110,"classic"
"창의력 자동차",11036,79900,5,900,NA,2024,1,38.2,26.2,9.4,1089,"classic"
"녹색 조립판",11023,10900,4,1,"오스트리아",2022,3,26,30.8,0.3,111,"classic"
"회색 조립판",11024,21900,4,1,"오스트리아",2022,3,38.7,43.8,0.3,242,"classic"
"마법의 투명 상자",11040,29900,5,340,"중국",2025,3,26.2,19.1,6.1,404,"classic"
"창의력 상자",11043,44900,5,510,NA,2025,NA,NA,NA,NA,NA,"classic"
"파란색 조립판",11025,10900,4,1,"오스트리아",2022,3,26,30.8,0.3,111,"classic"
"창의력 공룡",11041,52900,5,450,NA,2025,NA,NA,NA,NA,NA,"classic"
"창의력 음식 친구들",11039,13900,4,150,NA,2025,NA,NA,NA,NA,NA,"classic"
"레고® 클래식 미디엄 조립 박스",10696,41900,4,484,NA,2015,1,37,18,18,1066,"classic"
"크리에이티브 조립 가방",10713,29900,4,213,"체코",2018,1,28.5,26.2,6.4,853,"classic"
"창의적인 조립과 놀이 상자",11044,74900,5,750,"중국",2025,3,38.2,26.2,9.4,938,"classic"
"창의적 반려동물",11034,49900,5,450,NA,2024,NA,NA,NA,NA,NA,"classic"
"창의력 쑥쑥 브릭 박스",11038,69900,4,850,NA,2024,NA,NA,NA,NA,NA,"classic"
"아름다운 말",31166,74900,9,685,"중국",2025,8,38.2,26.2,5.65,866,"creator-3-in-1"
"세계의 동물: 거대한 코뿔소",31171,89900,9,780,"중국",2025,8,38.2,26.2,7.05,1055,"creator-3-in-1"
"유령 맨션",31167,139900,9,736,"중국",2025,8,37.8,35.4,7.05,1672,"creator-3-in-1"
"중세 마기사의 성",31168,169900,9,1371,"중국",2025,8,48,37.8,9.4,2313,"creator-3-in-1"
"귀여운 토끼",31162,29900,8,326,NA,2025,NA,NA,NA,NA,NA,"creator-3-in-1"
"중세의 드래곤",31161,79900,9,715,NA,2025,NA,NA,NA,NA,NA,"creator-3-in-1"
"트로피컬 우쿨렐레",31156,44900,8,387,NA,2024,NA,NA,NA,NA,NA,"creator-3-in-1"
"해적선",31109,179900,9,1264,NA,2020,6,48,37.8,9.4,2030,"creator-3-in-1"
"현대식 집",31153,149900,9,939,NA,2024,6,54,28.2,7.85,1898,"creator-3-in-1"
"우주 롤러코스터",31142,157900,9,874,"중국",2023,8,54,28.2,7.85,1859,"creator-3-in-1"
"레트로 카메라",31147,29900,8,261,"중국",2024,1,26.2,19.1,4.6,402,"creator-3-in-1"
"숲속 동물들: 붉은 여우",31154,69900,9,667,"중국",2024,3,38.2,26.2,5.65,841,"creator-3-in-1"
"레트로 전화기",31174,44900,8,383,NA,2025,NA,NA,NA,NA,NA,"creator-3-in-1"
"T-렉스",31151,89900,9,626,"중국",2024,6,38.2,26.2,5.65,922,"creator-3-in-1"
"레코드 플레이어와 꽃",31172,44900,8,366,NA,2025,NA,NA,NA,NA,NA,"creator-3-in-1"
"세계의 동물 탐험: 판다 가족",31165,59900,8,626,NA,2025,NA,NA,NA,NA,NA,"creator-3-in-1"
"야생 사파리 동물들",31150,94900,9,780,"중국",2024,1,26.2,38.2,7.05,1005,"creator-3-in-1"
"트럭과 헬리콥터",31146,29900,7,270,"중국",2024,1,26.2,19.1,4.6,374,"creator-3-in-1"
"트럭과 헬리콥터",31146,29900,7,270,"중국",2024,1,26.2,19.1,4.6,374,"creator-3-in-1"
"항공기: 경주용 비행기",31160,21900,7,178,NA,2025,NA,NA,NA,NA,NA,"creator-3-in-1"
"위풍당당한 호랑이",31129,74900,9,755,NA,2022,1,38.2,26.2,5.65,865,"creator-3-in-1"
"우주 비행사",31152,69900,9,647,NA,2024,NA,NA,NA,NA,NA,"creator-3-in-1"
"세계의 동물 탐험: 놀라운 거미",31159,18900,7,153,NA,2025,NA,NA,NA,NA,NA,"creator-3-in-1"
"해양 동물들",31158,44900,8,421,NA,2024,NA,NA,NA,NA,NA,"creator-3-in-1"
"세계의 동물 탐험: 열대 큰부리새",31173,21900,7,225,"중국",2025,8,26.2,14.1,4.8,294,"creator-3-in-1"
"이국적인 공작",31157,29900,7,355,"중국",2024,1,26.2,19.1,6.1,435,"creator-3-in-1"
"마법의 유니콘",31140,12900,7,145,"중국",2023,3,19.1,14.1,4.6,210,"creator-3-in-1"
"유니콘 성",31175,59900,8,390,"중국",2025,8,28.2,26.2,5.9,640,"creator-3-in-1"
"힘센 공룡",31058,21900,7,174,"중국",2017,1,26.2,14.1,4.8,251,"creator-3-in-1"
"세계의 동물 탐험: 핑크 플라밍고",31170,36900,8,288,NA,2025,NA,NA,NA,NA,NA,"creator-3-in-1"
"장난꾸러기 고양이",31163,36900,8,407,NA,2025,NA,NA,NA,NA,NA,"creator-3-in-1"
"꽃과 타자기",31169,44900,8,363,NA,2025,NA,NA,NA,NA,NA,"creator-3-in-1"
"우주 로봇",31164,36900,8,281,NA,2025,NA,NA,NA,NA,NA,"creator-3-in-1"
"사랑스러운 강아지",31137,44900,7,475,NA,2023,NA,NA,NA,NA,NA,"creator-3-in-1"
"레트로 롤러스케이트",31148,44900,8,342,"중국",2024,1,28.2,26.2,5.9,536,"creator-3-in-1"
"햄스터 쳇바퀴",31155,44900,8,416,NA,2024,NA,NA,NA,NA,NA,"creator-3-in-1"
"우주왕복선",31134,12900,6,144,"중국",2023,3,19.1,14.1,4.6,199,"creator-3-in-1"
"빨간 드래곤",31145,12900,6,149,"중국",2024,1,19.1,14.1,4.6,180,"creator-3-in-1"
"물조리개와 꽃",31149,44900,8,420,"중국",2024,1,28.2,26.2,5.9,580,"creator-3-in-1"
"이국적인 앵무새",31136,34900,7,253,"중국",2023,3,19.1,26.2,6.1,361,"creator-3-in-1"
"배트맨: 애니메이션 시리즈 고담 시티™",76271,399900,18,4210,NA,2024,NA,NA,NA,NA,NA,"dc"
"아캄 어사일럼™",76300,409900,18,2953,"중국",2025,9,55.5,37.8,15.7,3888,"dc"
"배트맨 대 슈퍼맨™ 배트모빌™",76331,44900,9,220,NA,2026,NA,NA,NA,NA,NA,"dc"
"배트맨™ 배트모빌™",76332,44900,9,330,NA,2026,NA,NA,NA,NA,NA,"dc"
"배트맨과 로빈™ 배트모빌™",76333,44900,9,272,NA,2026,NA,NA,NA,NA,NA,"dc"
"배트맨™ 로고",76330,109900,12,678,NA,2026,NA,NA,NA,NA,NA,"dc"
"배트맨™ 텀블러 대 투페이스™와 조커™",76303,89900,8,429,NA,2025,NA,NA,NA,NA,NA,"dc"
"배트맨 포에버™ 배트모빌™",76304,149900,12,909,"중국",2025,8,38.2,26.2,9.4,1150,"dc"
"슈퍼맨™ 로봇 대 렉스 루터™",76302,21900,6,120,NA,2025,NA,NA,NA,NA,NA,"dc"
"배트맨™: 클래식 TV 시리즈 배트모빌™",76328,199900,18,1822,NA,2024,NA,NA,NA,NA,NA,"dc"
"배트맨™ 배틀 피겨 및 배트 포드 바이크",76273,109900,12,713,NA,2024,6,38.2,26.2,7.05,1002,"dc"
"배트맨™ 대 할리 퀸™과 미스터 프리즈™",76274,89900,8,435,NA,2024,6,38.2,26.2,5.65,714,"dc"
"배트맨™과 배트모빌™ 대 미스터 프리즈™",76301,29900,4,63,NA,2025,NA,NA,NA,NA,NA,"dc"
"배트맨™ 8 in 1 피겨",40748,34900,10,325,NA,2024,NA,NA,NA,NA,NA,"dc"
"배트맨™ 맥 로봇",76270,19900,6,140,NA,2024,6,14.1,19.1,4.6,159,"dc"
"할리 퀸™ 열쇠고리",854238,8000,6,NA,"중국",2023,1,15,4.5,0.3,14,"dc"
"배트걸™ 열쇠고리",854320,8000,6,NA,"중국",2025,8,15.5,4.5,0.57,13,"dc"
"배트맨™ 열쇠고리",854235,8000,6,NA,"중국",2023,1,16,4.5,0.92,15,"dc"
"미니언즈와 그루의 패밀리 맨션",75583,149900,8,868,"중국",2024,5,45.6,28.2,7.2,1310,"despicable-me"
"미니언즈와 바나나 카",75580,34900,6,136,NA,2024,NA,NA,NA,NA,NA,"despicable-me"
"브릭 조립 그루와 미니언즈",75582,79900,9,839,"중국",2024,5,26.2,28.2,9.55,948,"despicable-me"
"미니언즈의 음악 파티 버스",75581,52900,7,379,NA,2024,NA,NA,NA,NA,NA,"despicable-me"
"캡틴 잭 스패로우의 해적선",10365,469900,18,2862,NA,2025,NA,NA,NA,NA,NA,"disney"
